"CO_CID","DS_CID"
"V165","Ciclista traum. em col. com veículo não-motorizado - passageiro traumat. em acidente de trânsito"
"V169","Ciclista traum. em col. com veículo não-motorizado - cicl. não espec. traumat. em acid. trânsito"
"V170","Ciclista traum. em col. com objeto fixo ou parado - condutor traum. em acidente ñ-trânsito"
"V171","Ciclista traum. em col. com objeto fixo ou parado - passag. traum. em acidente ñ-trânsito"
"V172","Ciclista traum. em col. com objeto fixo ou parado - cicl. não espec. traum. em acid. não-trâns."
"V173","Ciclista traum. em col. com objeto fixo ou parado - pessoa traumat. ao subir/descer do veículo"
"V174","Ciclista traum. em col. com objeto fixo ou parado - condutor traumat. em acidente de trânsito"
"V175","Ciclista traum. em col. com objeto fixo ou parado - passageiro traumat. em acidente de trânsito"
"V179","Ciclista traum. em col. com objeto fixo ou parado - cicl. não espec. traumat. em acid. trânsito"
"V180","Ciclista traum. em acid. de transporte s/colisão - condutor traumat. em acidente ñ-trânsito"
"V181","Ciclista traum. em acid. de transporte s/colisão - passageiro traumat. em acidente ñ-trânsito"
"V182","Ciclista traum. em acid. de transporte s/colisão - ciclista ñ espec. traum. em acid. ñ-trânsito"
"V183","Ciclista traum. em acid. de transporte s/colisão - pessoa traumatizada ao subir ou descer do veículo"
"V184","Ciclista traum. em acid. de transporte s/colisão - condutor traumatizado em um acidente de trânsito"
"V185","Ciclista traum. em acid. de transporte s/colisão - passageiro traumatizado em acidente trânsito"
"V189","Ciclista traum. em acid. de transporte s/colisão - ciclista não espec. traumat. em acid. de trânsito"
"V190","Condutor traum. em col. c/outr. veíc. e c/veículos ñ espec., a motor, em um acidente ñ-trânsito"
"V191","Passageiro traum. em col. c/outro veíc. e c/veíc. ñ espec., a motor, em um acidente ñ-trânsito"
"V192","Ciclista não espec. traum. em col. c/out. veíc. e c/veíc. não espec. a motor, em acid. ñ-trânsito"
"V193","Ciclista [qualquer] traumatizado em um acidente não especificado e ñ-trânsito"
"V194","Condutor traum. em col. c/outr. veíc. e c/veíc. não especificado., a motor, em acidente de trânsito"
"V195","Passageiro traum. em colisão c/outros veíc. e c/veíc. não especif., a motor, em acidente de trânsito"
"V196","Ciclista não espec. traum. em colisão c/out. veíc. e c/veíc. não espec. a motor em acid. de trânsito"
"V198","Ciclista [qualquer] traumatizado em outros acidentes de transporte especificados"
"V199","Ciclista [qualquer] traumatizado em um acidente de trânsito não especificado"
"V200","Motociclista traum. em col. c/pedestre/animal - condutor traumatizado em acidente ñ-trânsito"
"V201","Motociclista traum. em col. c/pedestre/animal - passageiro traumatizado em acidente ñ-trânsito"
"V202","Motociclista traum. em col. c/pedestre/animal - motocicl. não espec. traum. em acid. ñ-trânsito"
"V203","Motociclista traum. em col. c/pedestre/animal - pessoa traumatizado ao subir ou descer do veículo"
"V204","Motociclista traum. em col. c/pedestre/animal - condutor traumatizado em um acidente de trânsito"
"V205","Motociclista traum. em col. c/pedestre/animal - passageiro traumatizado em um acidente de trânsito"
"V209","Motociclista traum. em col. c/pedestre/animal - motocicl. não espec. traum. em acidente de trânsito"
"V210","Motociclista traum. em col. c/veíc. a pedal - condutor traumatizado em acidente ñ-trânsito"
"V211","Motociclista traum. em col. c/veíc. a pedal - passageiro traumatizado em acidente ñ-trânsito"
"V212","Motociclista traum. em col. c/veíc. a pedal - motocicl. não espec. traum. em acid. ñ-trânsito"
"V213","Motociclista traum. em col. c/veíc. a pedal - pessoa traumatizado ao subir ou descer do veículo"
"V214","Motociclista traum. em col. c/veíc. a pedal - condutor traumatizado em um acidente de trânsito"
"V215","Motociclista traum. em col. c/veíc. a pedal - passageiro traumatizado em um acidente de trânsito"
"V219","Motociclista traum. em col. c/veíc. a pedal - motocicl. não espec. traum. em acidente de trânsito"
"V220","Motociclista traum. em col. c/veíc. a motor de 2/3 rodas - condutor traum. em acid. ñ-trânsito"
"V221","Motociclista traum. em col. c/veíc. a motor de 2/3 rodas - passageiro traum. em acid. ñ-trânsito"
"V222","Motociclista traum. em col. c/veíc. a motor de 2/3 rodas - motocicl ñ espec traum acid ñ-trânsito"
"V223","Motociclista traum. em col. c/veíc. a motor de 2/3 rodas - pessoa traumat. ao subir/descer veículo"
"V224","Motociclista traum. em col. c/veíc. a motor de 2/3 rodas - condutor traum. em acidente de trânsito"
"V225","Motociclista traum. em col. c/veíc. a motor de 2/3 rodas - passag. traum. em acidente de trânsito"
"V229","Motociclista traum. em col. c/veíc. a motor de 2/3 rodas - motocicl ñ espec traum em acid trânsito"
"V230","Motociclista traum. em col. c/carro, pick-up ou caminhon. - condutor traum. em acid. ñ-trânsito"
"V231","Motociclista traum. em col. c/carro, pick-up ou caminhon. - passageiro traum. em acid. ñ-trânsito"
"V232","Motociclista traum. em col. c/carro, pick-up ou caminhon. - motocicl ñ espec traum acid ñ-trânsito"
"V233","Motociclista traum. em col. c/carro, pick-up ou caminhon. - pessoa traumat. ao subir/descer veículo"
"V234","Motociclista traum. em col. c/carro, pick-up ou caminhon. - condutor traum. em acidente de trânsito"
"V235","Motociclista traum. em col. c/carro, pick-up ou caminhon. - passag. traum. em acidente de trânsito"
"V239","Motociclista traum. em col. c/carro, pick-up ou caminhon. - motocicl ñ espec traum em acid trânsito"
"V240","Motociclista traum. em col. com transp. pesado ou ônibus - condutor traum. em acid. ñ-trânsito"
"V241","Motociclista traum. em col. com transp. pesado ou ônibus - passageiro traum. em acid. ñ-trânsito"
"V242","Motociclista traum. em col. com transp. pesado ou ônibus - motocicl ñ espec traum acid ñ-trânsito"
"V243","Motociclista traum. em col. com transp. pesado ou ônibus - pessoa traumat. ao subir/descer veículo"
"V244","Motociclista traum. em col. com transp. pesado ou ônibus - condutor traum. em acidente de trânsito"
"V245","Motociclista traum. em col. com transp. pesado ou ônibus - passag. traum. em acidente de trânsito"
"V249","Motociclista traum. em col. com transp. pesado ou ônibus - motocicl ñ espec traum em acid trânsito"
"V250","Motociclista traum. em col. com trem/veículo ferroviário - condutor traum. em acid. ñ-trânsito"
"V251","Motociclista traum. em col. com trem/veículo ferroviário - passageiro traum. em acid. ñ-trânsito"
"V252","Motociclista traum. em col. com trem/veículo ferroviário - motocicl ñ espec traum acid ñ-trânsito"
"V253","Motociclista traum. em col. com trem/veículo ferroviário - pessoa traumat. ao subir/descer veículo"
"V254","Motociclista traum. em col. com trem/veículo ferroviário - condutor traum. em acidente de trânsito"
"V255","Motociclista traum. em col. com trem/veículo ferroviário - passag. traum. em acidente de trânsito"
"V259","Motociclista traum. em col. com trem/veículo ferroviário - motocicl ñ espec traum em acid trânsito"
"V260","Motociclista traum. em col. c/outro veíc. não-motorizado - condutor traum. em acid. ñ-trânsito"
"V261","Motociclista traum. em col. c/outro veíc. não-motorizado - passageiro traum. em acid. ñ-trânsito"
"V262","Motociclista traum. em col. c/outro veíc. não-motorizado - motocicl ñ espec traum acid ñ-trânsito"
"V263","Motociclista traum. em col. c/outro veíc. não-motorizado - pessoa traumat. ao subir/descer veículo"
"V264","Motociclista traum. em col. c/outro veíc. não-motorizado - condutor traum. em acidente de trânsito"
"V265","Motociclista traum. em col. c/outro veíc. não-motorizado - passag. traum. em acidente de trânsito"
"V269","Motociclista traum. em col. c/outro veíc. não-motorizado - motocicl ñ espec traum em acid trânsito"
"V270","Motociclista traum. em col. com um objeto fixo ou parado - condutor traum. em acid. ñ-trânsito"
"V271","Motociclista traum. em col. com um objeto fixo ou parado - passageiro traum. em acid. ñ-trânsito"
"V272","Motociclista traum. em col. com um objeto fixo ou parado - motocicl ñ espec traum acid ñ-trânsito"
"V273","Motociclista traum. em col. com um objeto fixo ou parado - pessoa traumat. ao subir/descer veículo"
"V274","Motociclista traum. em col. com um objeto fixo ou parado - condutor traum. em acidente de trânsito"
"V275","Motociclista traum. em col. com um objeto fixo ou parado - passag. traum. em acidente de trânsito"
"V279","Motociclista traum. em col. com um objeto fixo ou parado - motocicl ñ espec traum em acid trânsito"
"V280","Motociclista traum. em acidente de transporte sem colisão - condutor traum. em acid. ñ-trânsito"
"V281","Motociclista traum. em acidente de transporte sem colisão - passageiro traum. em acid. ñ-trânsito"
"V282","Motociclista traum. em acidente de transporte sem colisão - motocic ñ espec traum acid ñ-trânsito"
"V283","Motociclista traum. em acidente de transporte sem colisão - pessoa traumat. ao subir/descer veículo"
"V284","Motociclista traum. em acidente de transporte sem colisão - condutor traum. em acidente de trânsito"
"V285","Motociclista traum. em acidente de transporte sem colisão - passag. traum. em acidente de trânsito"
"V289","Motociclista traum. em acidente de transporte sem colisão - motocicl ñ espec traum em acid trânsito"
"V290","Condutor traum. em colisão c/outros veíc. e c/veíc. não especif. a motor em acidente ñ-trânsito"
"V291","Passageiro traum. em colisão c/outros veíc/ c/veíc/ não especif. a motor em acidente ñ-trânsito"
"V292","Motociclista ñ espec. traum. em col. c/out. veíc. e c/veíc. ñ espec. a motor em acid. ñ-trânsito"
"V293","Motociclista [qualquer] traumatizado em um acidente não especificado, ñ-trânsito"
"V294","Condutor traum. em colisão c/outros veíc. e c/veíc. não especificado a motor em acidente de trânsito"
"V295","Passageiro traum. em colisão c/outros veíc. e c/veíc. não especific. a motor em acidente de trânsito"
"V296","Motociclista ñ espec. traum. em colisão c/outros veíc. e c/veíc. ñ espec. a motor em acid. trânsito"
"V298","Motociclista [qualquer] traumatizado em outros acidentes de transporte especificados"
"V299","Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado"
"V300","Ocupante tric. motor. traum. col. c/ped./animal - condutor traum. acid. ñ-trânsito"
"V301","Ocupante tric. motor. traum. col. c/ped./animal - passag. traum. acid. ñ-trânsito"
"V302","Ocupante tric. motor. traum. col. c/ped./animal - pess. viaj ext veíc. traum. acid. ñ-trânsito"
"V303","Ocupante tric. motor. traum. col. c/ped./animal - ocup. ñ espec. tric. traum. acid. ñ-trânsito"
"V304","Ocupante tric. motor. traum. col. c/ped./animal - pessoa traumatizada ao subir/descer veículo"
"V305","Ocupante tric. motor. traum. col. c/ped./animal - condutor traumatizado em acidente de trânsito"
"V306","Ocupante tric. motor. traum. col. c/ped./animal - passageiro traumatizado em acidente d trânsito"
"V307","Ocupante tric. motor. traum. col. c/ped./animal - pess. viaj. ext. veíc. traum. acident trânsito"
"V309","Ocupante tric. motor. traum. col. c/ped./animal - ocup. ñ espec. d tric. traum. acident trânsito"
"V310","Ocupante tric. motor. traum. col. c/veíc. a pedal - condutor traum. acid. ñ-trânsito"
"V311","Ocupante tric. motor. traum. col. c/veíc. a pedal - passag. traum. acid. ñ-trânsito"
"V312","Ocupante tric. motor. traum. col. c/veíc. a pedal - pess. viaj ext veíc. traum. acid. ñ-trânsito"
"V313","Ocupante tric. motor. traum. col. c/veíc. a pedal - ocup. ñ espec. tric. traum. acid. ñ-trânsito"
"V314","Ocupante tric. motor. traum. col. c/veíc. a pedal - pessoa traumatizada ao subir/descer veículo"
"V315","Ocupante tric. motor. traum. col. c/veíc. a pedal - condutor traumatizado em acidente de trânsito"
"V316","Ocupante tric. motor. traum. col. c/veíc. a pedal - passageiro traumatizado em acidente d trânsito"
"V317","Ocupante tric. motor. traum. col. c/veíc. a pedal - pess. viaj. ext. veíc. traum. acident trânsito"
